<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.03.28	12:54:00	42212.31	42216.81	42210.31	42210.81	60	0	258
2025.03.28	12:55:00	42209.81	42213.81	42202.81	42207.81	53	0	258
2025.03.28	12:56:00	42206.81	42216.81	42206.81	42216.31	76	0	258
2025.03.28	12:57:00	42215.81	42221.81	42215.81	42220.81	59	0	258
2025.03.28	12:58:00	42221.31	42228.81	42220.81	42226.81	53	0	258
2025.03.28	12:59:00	42226.81	42228.31	42222.81	42223.81	37	0	258
2025.03.28	13:00:00	42225.31	42236.31	42225.31	42234.81	56	0	258
2025.03.28	13:01:00	42233.81	42236.31	42232.81	42235.81	42	0	258
2025.03.28	13:02:00	42235.31	42241.81	42229.81	42241.81	48	0	258
2025.03.28	13:03:00	42241.81	42245.81	42235.31	42242.81	72	0	258
2025.03.28	13:04:00	42243.31	42243.31	42236.31	42237.81	48	0	258
2025.03.28	13:05:00	42242.81	42247.81	42238.31	42241.81	72	0	258
2025.03.28	13:06:00	42241.31	42243.81	42237.31	42240.81	60	0	258
2025.03.28	13:07:00	42239.81	42245.81	42239.81	42242.31	76	0	258
2025.03.28	13:08:00	42242.81	42242.81	42234.81	42241.81	61	0	258
2025.03.28	13:09:00	42242.31	42254.31	42241.81	42248.81	74	0	258
2025.03.28	13:10:00	42249.31	42257.81	42248.31	42257.81	70	0	258
2025.03.28	13:11:00	42258.81	42274.81	42258.81	42273.81	66	0	258
2025.03.28	13:12:00	42274.31	42294.81	42271.81	42294.81	68	0	258
2025.03.28	13:13:00	42295.81	42297.81	42278.81	42282.31	77	0	258
2025.03.28	13:14:00	42282.31	42282.31	42274.31	42279.81	57	0	258
2025.03.28	13:15:00	42281.81	42282.31	42276.81	42277.81	78	0	258
2025.03.28	13:16:00	42277.31	42279.81	42274.31	42276.81	60	0	258
2025.03.28	13:17:00	42278.31	42281.31	42275.31	42276.31	66	0	258
2025.03.28	13:18:00	42276.81	42282.81	42272.81	42280.81	57	0	258
2025.03.28	13:19:00	42280.31	42284.31	42278.81	42283.31	69	0	258
2025.03.28	13:20:00	42283.81	42295.81	42283.31	42294.81	77	0	258
2025.03.28	13:21:00	42292.81	42295.31	42286.31	42287.81	64	0	258
2025.03.28	13:22:00	42287.81	42295.81	42285.81	42290.31	53	0	258
2025.03.28	13:23:00	42290.31	42299.31	42289.81	42295.31	69	0	258
2025.03.28	13:24:00	42294.81	42303.31	42292.31	42295.81	71	0	258
2025.03.28	13:25:00	42296.81	42302.31	42290.81	42291.31	70	0	258
2025.03.28	13:26:00	42291.81	42293.81	42288.81	42289.81	32	0	258
2025.03.28	13:27:00	42289.81	42290.81	42283.31	42285.81	56	0	258
2025.03.28	13:28:00	42285.81	42290.81	42285.31	42289.81	55	0	258
2025.03.28	13:29:00	42289.31	42292.81	42284.81	42289.81	35	0	258
2025.03.28	13:30:00	42291.81	42293.31	42284.81	42287.81	51	0	258
2025.03.28	13:31:00	42288.31	42289.81	42280.31	42281.31	61	0	258
2025.03.28	13:32:00	42279.81	42282.31	42276.81	42279.31	47	0	258
2025.03.28	13:33:00	42279.81	42280.81	42270.81	42273.81	53	0	258
2025.03.28	13:34:00	42273.81	42277.31	42270.81	42275.81	60	0	258
2025.03.28	13:35:00	42275.31	42284.81	42272.81	42279.81	45	0	258
2025.03.28	13:36:00	42279.81	42285.81	42276.81	42278.81	39	0	258
2025.03.28	13:37:00	42278.81	42286.81	42278.31	42285.81	46	0	258
2025.03.28	13:38:00	42285.81	42291.81	42285.81	42287.81	34	0	258
2025.03.28	13:39:00	42288.31	42293.81	42287.31	42287.81	74	0	258
2025.03.28	13:40:00	42288.31	42289.81	42281.81	42282.81	47	0	258
2025.03.28	13:41:00	42282.81	42288.81	42282.81	42288.81	49	0	258
2025.03.28	13:42:00	42292.81	42298.31	42289.31	42292.31	70	0	258
2025.03.28	13:43:00	42291.81	42294.81	42288.31	42290.81	46	0	258
2025.03.28	13:44:00	42291.31	42294.81	42291.31	42291.81	46	0	258
2025.03.28	13:45:00	42293.31	42296.81	42292.31	42292.81	41	0	258
2025.03.28	13:46:00	42292.81	42293.81	42288.91	42292.91	52	0	248
2025.03.28	13:47:00	42292.91	42296.81	42287.91	42294.31	62	0	228
2025.03.28	13:48:00	42295.31	42298.81	42293.81	42297.31	53	0	258
2025.03.28	13:49:00	42298.81	42300.81	42287.31	42289.81	63	0	258
2025.03.28	13:50:00	42289.81	42293.81	42286.81	42287.81	72	0	258
2025.03.28	13:51:00	42288.31	42289.81	42283.81	42286.81	66	0	258
2025.03.28	13:52:00	42286.81	42289.31	42270.81	42270.81	63	0	258
2025.03.28	13:53:00	42271.81	42272.81	42268.31	42270.81	48	0	258
2025.03.28	13:54:00	42271.31	42271.31	42267.31	42267.81	47	0	258
2025.03.28	13:55:00	42267.81	42268.31	42262.81	42262.81	44	0	258
2025.03.28	13:56:00	42263.31	42273.81	42262.81	42270.81	68	0	258
2025.03.28	13:57:00	42270.81	42272.81	42269.81	42270.81	32	0	258
2025.03.28	13:58:00	42271.81	42272.81	42264.81	42268.81	75	0	258
2025.03.28	13:59:00	42268.81	42271.81	42266.31	42271.81	50	0	258
2025.03.28	14:00:00	42272.81	42284.81	42272.81	42281.81	80	0	258
2025.03.28	14:01:00	42282.81	42286.31	42279.81	42285.81	43	0	258
2025.03.28	14:02:00	42285.81	42287.31	42275.81	42275.81	45	0	258
2025.03.28	14:03:00	42276.31	42277.81	42264.81	42265.81	53	0	258
2025.03.28	14:04:00	42265.31	42267.31	42258.81	42259.31	71	0	258
2025.03.28	14:05:00	42259.81	42263.81	42255.31	42256.81	66	0	258
2025.03.28	14:06:00	42256.81	42258.31	42248.81	42251.31	60	0	258
2025.03.28	14:07:00	42250.81	42254.81	42249.81	42254.81	42	0	258
2025.03.28	14:08:00	42255.81	42259.81	42254.81	42257.31	37	0	258
2025.03.28	14:09:00	42257.81	42257.81	42251.81	42252.81	49	0	258
2025.03.28	14:10:00	42253.31	42257.81	42253.31	42256.31	42	0	258
2025.03.28	14:11:00	42255.81	42264.41	42254.31	42258.91	40	0	228
2025.03.28	14:12:00	42258.91	42259.91	42256.91	42257.91	36	0	238
2025.03.28	14:13:00	42257.91	42257.91	42246.41	42246.41	39	0	238
2025.03.28	14:14:00	42245.91	42255.91	42245.91	42249.91	78	0	228
2025.03.28	14:15:00	42249.41	42258.41	42249.41	42257.91	38	0	228
2025.03.28	14:16:00	42258.91	42262.91	42257.91	42260.41	40	0	238
2025.03.28	14:17:00	42261.91	42275.81	42260.91	42275.81	41	0	248
2025.03.28	14:18:00	42275.31	42277.31	42270.81	42271.31	52	0	258
2025.03.28	14:19:00	42271.81	42271.81	42267.91	42268.91	44	0	248
2025.03.28	14:20:00	42269.41	42273.41	42264.81	42264.81	57	0	248
2025.03.28	14:21:00	42266.81	42272.81	42264.81	42270.81	47	0	258
2025.03.28	14:22:00	42271.81	42281.31	42271.81	42280.81	45	0	258
2025.03.28	14:23:00	42280.31	42282.81	42268.81	42270.81	58	0	258
2025.03.28	14:24:00	42269.81	42274.31	42268.81	42272.81	33	0	258
2025.03.28	14:25:00	42273.31	42276.81	42269.81	42276.81	39	0	258
2025.03.28	14:26:00	42275.81	42277.31	42271.81	42272.31	55	0	258
2025.03.28	14:27:00	42271.81	42274.31	42259.81	42261.81	64	0	258
2025.03.28	14:28:00	42261.31	42264.31	42252.81	42253.81	45	0	258
2025.03.28	14:29:00	42253.31	42255.81	42252.31	42253.31	40	0	258
2025.03.28	14:30:00	42250.81	42253.31	42247.81	42249.81	48	0	258
2025.03.28	14:31:00	42250.31	42252.81	42240.31	42240.81	48	0	258
2025.03.28	14:32:00	42238.81	42245.31	42235.81	42245.31	61	0	258
2025.03.28	14:33:00	42245.81	42246.31	42240.31	42243.81	57	0	258
2025.03.28	14:34:00	42243.81	42249.81	42243.81	42248.31	41	0	258
2025.03.28	14:35:00	42249.31	42249.81	42238.31	42238.81	44	0	258
2025.03.28	14:36:00	42239.31	42239.31	42228.81	42235.31	69	0	258
2025.03.28	14:37:00	42234.81	42246.31	42232.81	42243.31	38	0	258
2025.03.28	14:38:00	42245.31	42248.81	42241.81	42245.81	63	0	258
2025.03.28	14:39:00	42245.81	42253.31	42245.31	42246.31	63	0	258
2025.03.28	14:40:00	42246.81	42252.31	42246.81	42251.31	63	0	258
2025.03.28	14:41:00	42251.81	42252.31	42246.81	42248.31	35	0	258
2025.03.28	14:42:00	42248.81	42251.31	42243.81	42244.31	47	0	258
2025.03.28	14:43:00	42245.31	42249.81	42244.31	42247.31	55	0	258
2025.03.28	14:44:00	42247.31	42255.31	42244.81	42252.81	69	0	258
2025.03.28	14:45:00	42253.31	42267.31	42252.31	42259.81	84	0	258
2025.03.28	14:46:00	42259.81	42265.31	42254.31	42254.81	58	0	258
2025.03.28	14:47:00	42254.31	42254.31	42244.81	42246.81	57	0	258
2025.03.28	14:48:00	42246.81	42254.31	42245.81	42254.31	52	0	258
2025.03.28	14:49:00	42253.81	42262.81	42253.81	42260.31	58	0	258
2025.03.28	14:50:00	42259.81	42259.81	42248.31	42248.31	66	0	258
2025.03.28	14:51:00	42247.81	42260.81	42247.81	42254.31	56	0	258
2025.03.28	14:52:00	42253.81	42253.81	42239.31	42241.31	65	0	258
2025.03.28	14:53:00	42241.81	42243.31	42234.81	42242.81	76	0	258
2025.03.28	14:54:00	42242.31	42250.31	42242.31	42248.81	51	0	258
2025.03.28	14:55:00	42249.31	42263.81	42249.31	42263.81	59	0	258
2025.03.28	14:56:00	42264.31	42269.81	42257.31	42269.81	61	0	258
2025.03.28	14:57:00	42269.31	42273.31	42269.31	42271.31	53	0	258
2025.03.28	14:58:00	42270.81	42273.81	42268.81	42268.81	35	0	258
2025.03.28	14:59:00	42268.81	42273.31	42267.81	42273.31	40	0	258
2025.03.28	15:00:00	42269.81	42279.81	42268.31	42274.31	115	0	258
2025.03.28	15:01:00	42275.81	42288.81	42274.81	42286.81	62	0	258
2025.03.28	15:02:00	42287.31	42287.81	42279.81	42285.81	64	0	258
2025.03.28	15:03:00	42286.31	42289.81	42285.31	42288.31	43	0	258
2025.03.28	15:04:00	42288.81	42289.81	42274.81	42277.31	65	0	258
2025.03.28	15:05:00	42275.81	42279.31	42271.31	42271.31	81	0	258
2025.03.28	15:06:00	42269.81	42275.31	42267.31	42274.81	79	0	258
2025.03.28	15:07:00	42274.81	42275.31	42267.81	42274.81	60	0	258
2025.03.28	15:08:00	42275.31	42278.81	42262.81	42264.31	59	0	258
2025.03.28	15:09:00	42263.81	42274.81	42259.81	42274.31	68	0	258
2025.03.28	15:10:00	42273.81	42276.81	42262.81	42262.81	73	0	258
2025.03.28	15:11:00	42261.81	42261.81	42251.81	42257.31	95	0	258
2025.03.28	15:12:00	42256.81	42259.81	42254.31	42255.81	78	0	258
2025.03.28	15:13:00	42256.31	42260.31	42249.81	42251.81	84	0	258
2025.03.28	15:14:00	42251.81	42253.31	42245.81	42247.31	76	0	258
2025.03.28	15:15:00	42247.81	42263.31	42246.81	42261.81	94	0	258
2025.03.28	15:16:00	42261.31	42274.31	42259.81	42271.31	77	0	258
2025.03.28	15:17:00	42271.81	42272.31	42253.81	42265.31	96	0	258
2025.03.28	15:18:00	42265.31	42268.81	42260.81	42260.81	66	0	258
2025.03.28	15:19:00	42260.31	42264.81	42253.81	42258.81	54	0	258
2025.03.28	15:20:00	42257.81	42265.31	42252.81	42261.81	95	0	258
2025.03.28	15:21:00	42262.31	42266.81	42257.81	42265.81	83	0	258
2025.03.28	15:22:00	42266.81	42266.81	42254.81	42265.31	80	0	258
2025.03.28	15:23:00	42266.31	42268.81	42258.81	42268.81	95	0	258
2025.03.28	15:24:00	42268.81	42269.81	42260.31	42262.31	83	0	258
2025.03.28	15:25:00	42261.31	42261.31	42250.81	42255.81	96	0	258
2025.03.28	15:26:00	42256.31	42258.31	42248.31	42251.31	88	0	258
2025.03.28	15:27:00	42252.31	42254.81	42246.31	42249.31	68	0	258
2025.03.28	15:28:00	42248.81	42250.31	42243.81	42245.81	70	0	258
2025.03.28	15:29:00	42243.31	42249.11	42241.91	42247.41	74	0	258
2025.03.28	15:30:00	42247.91	42259.15	42195.91	42218.81	249	0	258
2025.03.28	15:31:00	42218.81	42233.31	42198.81	42201.31	172	0	258
2025.03.28	15:32:00	42204.31	42233.31	42204.31	42217.81	150	0	258
2025.03.28	15:33:00	42217.31	42228.81	42205.31	42205.31	123	0	258
2025.03.28	15:34:00	42204.31	42209.31	42198.81	42207.31	138	0	258
2025.03.28	15:35:00	42204.31	42220.81	42195.31	42210.31	144	0	258
2025.03.28	15:36:00	42210.81	42219.31	42197.81	42200.31	149	0	258
2025.03.28	15:37:00	42199.31	42213.31	42177.31	42179.31	157	0	258
2025.03.28	15:38:00	42179.31	42194.81	42178.31	42185.81	167	0	258
2025.03.28	15:39:00	42188.31	42192.81	42170.81	42174.31	125	0	258
2025.03.28	15:40:00	42173.81	42184.81	42164.81	42182.81	176	0	258
2025.03.28	15:41:00	42182.81	42182.81	42161.31	42171.81	161	0	258
2025.03.28	15:42:00	42170.81	42175.81	42168.31	42174.31	120	0	258
2025.03.28	15:43:00	42174.81	42182.81	42172.81	42175.31	112	0	258
2025.03.28	15:44:00	42174.81	42191.81	42171.81	42177.81	121	0	258
2025.03.28	15:45:00	42178.31	42190.31	42177.81	42186.31	104	0	258
2025.03.28	15:46:00	42185.31	42191.81	42174.31	42176.31	133	0	258
2025.03.28	15:47:00	42174.81	42177.31	42167.81	42169.81	107	0	258
2025.03.28	15:48:00	42169.81	42177.31	42168.81	42175.31	92	0	258
2025.03.28	15:49:00	42176.31	42186.81	42175.81	42184.31	97	0	258
2025.03.28	15:50:00	42184.81	42194.81	42176.31	42194.81	108	0	258
2025.03.28	15:51:00	42193.31	42198.81	42183.81	42188.31	103	0	258
2025.03.28	15:52:00	42188.31	42194.81	42187.31	42192.31	106	0	258
2025.03.28	15:53:00	42192.81	42192.81	42184.31	42188.31	82	0	258
2025.03.28	15:54:00	42188.81	42200.31	42188.31	42195.81	84	0	258
2025.03.28	15:55:00	42196.31	42203.81	42193.31	42201.81	103	0	258
2025.03.28	15:56:00	42201.31	42207.81	42186.31	42187.31	103	0	258
2025.03.28	15:57:00	42188.81	42189.81	42176.31	42178.81	109	0	258
2025.03.28	15:58:00	42177.81	42180.31	42163.81	42165.31	98	0	258
2025.03.28	15:59:00	42167.31	42170.31	42153.81	42153.81	89	0	258
2025.03.28	16:00:00	42156.31	42163.31	42150.81	42159.31	117	0	258
2025.03.28	16:01:00	42160.81	42160.81	42153.81	42156.31	69	0	258
2025.03.28	16:02:00	42158.31	42162.31	42153.81	42159.81	84	0	258
2025.03.28	16:03:00	42158.31	42164.81	42157.81	42159.31	99	0	258
2025.03.28	16:04:00	42159.31	42159.31	42150.81	42155.81	78	0	258
2025.03.28	16:05:00	42155.31	42155.81	42145.31	42145.81	62	0	258
2025.03.28	16:06:00	42146.81	42150.31	42144.81	42149.81	61	0	258
2025.03.28	16:07:00	42149.31	42154.81	42141.31	42145.31	62	0	258
2025.03.28	16:08:00	42152.31	42231.31	42152.31	42205.31	281	0	258
2025.03.28	16:09:00	42209.31	42230.31	42205.31	42211.31	246	0	258
2025.03.28	16:10:00	42210.81	42224.81	42196.31	42200.31	178	0	258
2025.03.28	16:11:00	42202.31	42231.81	42193.31	42230.81	183	0	258
2025.03.28	16:12:00	42232.81	42248.31	42222.31	42223.31	205	0	258
2025.03.28	16:13:00	42223.81	42239.81	42217.31	42233.31	161	0	258
2025.03.28	16:14:00	42237.31	42257.81	42231.31	42253.31	169	0	258
2025.03.28	16:15:00	42252.81	42276.31	42251.31	42254.81	230	0	258
2025.03.28	16:16:00	42255.31	42270.31	42250.31	42250.31	169	0	258
2025.03.28	16:17:00	42249.31	42261.81	42243.31	42253.31	144	0	258
2025.03.28	16:18:00	42253.31	42260.31	42248.81	42258.31	120	0	258
2025.03.28	16:19:00	42259.31	42268.31	42253.31	42261.31	143	0	258
2025.03.28	16:20:00	42261.31	42265.31	42243.81	42244.31	155	0	258
2025.03.28	16:21:00	42244.81	42254.81	42239.81	42246.31	138	0	258
2025.03.28	16:22:00	42245.81	42253.31	42236.31	42250.31	111	0	258
2025.03.28	16:23:00	42249.81	42254.31	42237.41	42241.91	102	0	258
2025.03.28	16:24:00	42241.41	42249.91	42237.91	42240.51	107	0	258
2025.03.28	16:25:00	42237.01	42242.51	42222.51	42228.01	133	0	258
2025.03.28	16:26:00	42227.51	42233.51	42223.51	42229.51	98	0	258
2025.03.28	16:27:00	42228.51	42232.51	42224.01	42228.01	128	0	258
2025.03.28	16:28:00	42228.51	42228.51	42202.01	42203.51	139	0	258
2025.03.28	16:29:00	42203.51	42226.51	42197.51	42208.01	193	0	258
2025.03.28	16:30:00	42204.51	42231.81	42187.31	42220.31	275	0	198
2025.03.28	16:31:00	42220.81	42228.81	42174.81	42183.31	292	0	198
2025.03.28	16:32:00	42183.81	42201.31	42173.81	42190.81	250	0	198
2025.03.28	16:33:00	42190.81	42200.81	42138.31	42140.31	242	0	198
2025.03.28	16:34:00	42139.31	42178.31	42133.81	42178.31	242	0	198
